row_id,score
40450,0.9031231328457212
39227,0.8944217991770768
39215,0.8933768478743094
40373,0.8913543017263819
39348,0.8904433802984881
39184,0.8884926035663036
39180,0.8884701583839876
40469,0.8883767420571872
40276,0.8880622224613469
40368,0.8855672893171115
40365,0.8852278920824524
39389,0.8852267031914138
39153,0.8844324842691295
40273,0.8838432200077226
40364,0.8832125866307006
39134,0.8828116551294978
39340,0.8818984060369013
39147,0.881461383381501
39336,0.8812161215449817
40418,0.8798607353439651
39338,0.8792545815542296
40370,0.8777733795249288
40466,0.8773905355298923
40382,0.8773767642099602
40380,0.8766089657644032
40470,0.8762181823944488
40171,0.8759464637474504
39226,0.8753476097068087
40117,0.8751175112536551
39221,0.8741003172700763
40458,0.8730137958319267
39323,0.8712689317934731
39225,0.870618355551855
40381,0.870279235995666
39392,0.8698316041930191
40484,0.8694333885141735
40413,0.8690671249423552
40210,0.8670449500002183
40123,0.8660213719760123
40351,0.8650011243456059
39322,0.8649628364827938
40454,0.8648624443734113
39308,0.8647744461430009
39159,0.8645548086374406
40262,0.8645065919525765
39378,0.8644146233782426
39249,0.8642365176514082
39222,0.8642111051172775
39152,0.8640256464365115
40452,0.8635524132875462
40221,0.8633806288732006
40291,0.8628300362425272
40360,0.8614108999501094
40153,0.8613898231913695
39301,0.8608922577183428
40078,0.86079843237011
40278,0.8604536435441399
39228,0.8603267303168483
39300,0.8602680870532556
39286,0.8599996250661238
40163,0.8595878252989818
39344,0.8590394728358113
40044,0.8589411684708814
39086,0.857665871211667
40238,0.8575085201842289
40040,0.8572618656171702
40385,0.8570624284347877
39258,0.8566954426815263
40485,0.8564927910159852
40173,0.856446120377292
40158,0.8564360695638129
40284,0.8557571147881834
40242,0.8554198955404754
39291,0.8554077254277527
40349,0.8551245699232265
39233,0.8551020748400627
40288,0.8549085109510453
39218,0.8547745820120979
39295,0.8547446363390294
40160,0.8546337670529145
39164,0.8541079656011534
40164,0.8527875186452355
40259,0.8526189609797795
40030,0.851100425785427
39326,0.8509125881329875
40358,0.8507364073009916
40384,0.8505898628233828
40061,0.8501497645205865
39186,0.8500768349069512
40223,0.8493885944301931
40391,0.8490250936204006
40126,0.848819098566578
40113,0.8480537481145296
40336,0.8475337942597658
40417,0.8471907603160724
39008,0.8469420526210161
40359,0.8467533057997354
39315,0.8463635130058043
39220,0.8463254438340868
40476,0.8456256581349153
40447,0.8455689135676726
40520,0.8455058710362156
40472,0.8451687020204393
40386,0.8450412431827378
40204,0.8449430123588527
40389,0.8443197795196687
40271,0.8443029496294409
40309,0.8439737336809678
40487,0.842436870886679
39243,0.8423225621113343
39261,0.8420214693649959
40166,0.8418765181053817
40105,0.8417764506436416
40014,0.8413970904338796
39314,0.8409293911268169
40473,0.840836334069149
40177,0.8401442311322489
40026,0.8398353773214556
40286,0.839628332427271
40317,0.8394117289691934
40183,0.8389003969233109
40504,0.8384533280883777
39325,0.8384148195936382
39256,0.8381152294548672
40132,0.8378633407588402
40398,0.8371491674787616
40272,0.8367008141164343
40270,0.8367008141164343
40168,0.8366928608022361
40387,0.8365809952869517
40055,0.8344486576587299
40495,0.834265656793156
39061,0.8341038265051237
39272,0.8337176355154797
40125,0.833659450674683
40293,0.8327630736496484
39058,0.8326322661056746
40115,0.8322252661769715
40156,0.8320953365976527
40425,0.8320070690705841
39151,0.8316887344537639
40229,0.8316312490880193
40184,0.8315609333190356
40112,0.8308817426452295
40480,0.8296614358591631
40127,0.8295584094949513
40302,0.828940525711673
39268,0.8289255813832483
39353,0.8284965932055128
40306,0.827669656512366
41053,0.8274818785897161
40552,0.8271699155028854
40439,0.8268329744968086
40172,0.8266049628009255
40022,0.8265012527793621
39305,0.8259855775732637
40275,0.825935222978449
39385,0.8255594198186612
40478,0.8255143156128659
40015,0.8253171583760336
40201,0.8240363665487994
39274,0.8239209831578741
40161,0.8237004380553102
40419,0.8236822882907079
40096,0.8233683596272873
40024,0.823318664474429
40017,0.8230930521433268
39262,0.8225765940113079
38976,0.8218721155501525
39329,0.8207207741966323
39349,0.8201496013171051
38967,0.8198487531471232
40048,0.8191635433110549
39224,0.8187334039601116
39208,0.8185482530674866
39283,0.8180183405394603
40517,0.8179970297160084
40366,0.8178515824794678
40131,0.8172661258170963
40857,0.8170533640523435
40155,0.8169196342095928
40499,0.8169156191952628
40092,0.8162851682274821
40423,0.8156234201987629
39196,0.8151911135886014
39321,0.8146447120684166
39175,0.814196120343132
40435,0.8139300918342203
40492,0.8139015419223697
39117,0.8133790541182069
39065,0.8133216130251031
40050,0.8132711162746047
38539,0.8125783814224893
40294,0.8124073315917043
40103,0.8122834531567681
40226,0.8122157769674584
40188,0.8121006714029501
40315,0.8111035190033216
39014,0.8108777321679858
38982,0.8104407966604579
39198,0.8097812910057416
39124,0.8096130162844937
40461,0.8090663506240229
41022,0.808928347443023
38973,0.8089280450464916
38930,0.8088893831696085
38148,0.8081087901787105
38128,0.8074765295061404
38977,0.806862764632002
40990,0.8062774404594959
40942,0.8054705667648354
40332,0.8048373542901166
40434,0.8035334853832891
40416,0.8034867659515387
40342,0.8033526733362415
37916,0.8032845906488532
39004,0.8030835950089833
41058,0.8029723881129511
41057,0.8029449858783487
38431,0.802174584834039
39095,0.8020179166267587
38432,0.8017059052660777
40100,0.801348938619587
39302,0.8011592956115382
39364,0.8003597419884738
40966,0.7998790242609359
38033,0.7977298117689368
37933,0.7976255883298761
40208,0.7964287591105932
41020,0.7961447449396454
40467,0.7951206090196978
40442,0.7947778819897096
38964,0.7944474498864431
39068,0.7943812880559626
38153,0.7942239803772876
38274,0.7941014445641039
40305,0.7936298365378825
40421,0.7935522933472877
39373,0.7930649489511251
39334,0.7928057641175648
37925,0.792377850001953
38015,0.7922117669263482
40346,0.7920890537656327
40866,0.7917489897736805
39328,0.7915509169623699
39120,0.7914235302887288
40943,0.7913572278393219
38415,0.7911380344973092
40261,0.7911259153660704
40951,0.7908169179661791
41026,0.7906896533159411
40735,0.7906577477225273
39084,0.7901445028546915
40243,0.7899728456051149
40379,0.7888244797343504
41012,0.7882871788262652
40514,0.7878130467473035
40875,0.7877440418605609
40395,0.7875512691810512
38487,0.7872164387142567
40250,0.7870109843039285
40119,0.7865811281548384
38587,0.7854319553224509
39029,0.7847876461187426
40192,0.7845318566462177
38314,0.7840221668923051
40257,0.7840003820585894
40559,0.7837008602304772
39118,0.7827817234735803
38071,0.7827047475913447
40510,0.7824802885348239
39255,0.7820419340754112
38774,0.7817478631519219
38283,0.78156009497441
39129,0.7814432268779702
40950,0.7809114540808828
40931,0.7803946501858308
40586,0.7794344146175147
40371,0.7786511995816419
38575,0.7785516937052486
40308,0.7781341499273063
40038,0.7780948879667526
40913,0.7777644697561035
40929,0.777486027952172
39216,0.7773794859485709
40367,0.7773032105806753
38825,0.7764926229535956
39504,0.776234308625571
37954,0.7762306365979208
40065,0.7758933255540997
38082,0.775132223545296
40885,0.7750160051667644
39135,0.7744983625015835
38754,0.7741365265688596
40661,0.774094769042917
39565,0.773781041015321
38179,0.7736644768341258
39540,0.773254488009718
38091,0.7731460464041977
38270,0.7721275835494359
38212,0.7720881841536753
40968,0.7716989209927572
40941,0.7716520486826971
37918,0.7710475187472261
38287,0.7706242045836013
40642,0.770583301378358
37355,0.7705092899033104
38722,0.7705080495934127
40973,0.7702818434374619
38755,0.7700324066436618
40556,0.7697073147605099
38915,0.7690845414929348
38491,0.7681364636080309
41178,0.7674549251264998
41005,0.7670146655996314
40884,0.766577416350203
39048,0.7665581807140279
41009,0.7661139352654246
38316,0.7658672332316899
38411,0.765828956818245
40575,0.7657854012896346
38407,0.7656871046900732
40067,0.7656674025176398
39103,0.7654307112852374
39026,0.7653417716026116
39244,0.7652305181951454
39408,0.7651805040809182
39023,0.7649730594838445
40372,0.7648228108109929
39063,0.7645043180037411
38726,0.7643663525174584
38741,0.7642294869189701
40958,0.7642230041133983
40301,0.7636370392082649
